Date,Product,Category,Region,Quantity,Discount (%),Sales,Profit,Year,Month,Month_Name,Day_No,Day_Name,Quarter
2022-12-08,Headphones,Accessories,South,3,15,9945.0,1630.99,2022,12,December,8,Thursday,4
2022-02-04,Camera,Electronics,East,3,5,114000.0,28676.12,2022,2,February,4,Friday,1
2023-07-13,Phone,Electronics,North,3,0,90000.0,16594.2,2023,7,July,13,Thursday,3
2023-02-09,Smartwatch,Wearables,South,1,15,6800.0,892.64,2023,2,February,9,Thursday,1
2023-10-20,Headphones,Accessories,South,4,0,12000.0,1233.49,2023,10,October,20,Friday,4
2022-06-08,Camera,Electronics,North,1,0,40000.0,6203.02,2022,6,June,8,Wednesday,2
2024-08-13,Headphones,Accessories,South,5,0,15000.0,2032.12,2024,8,August,13,Tuesday,3
2023-07-03,Camera,Electronics,East,2,20,64000.0,6623.05,2023,7,July,3,Monday,3
2024-09-11,Laptop,Electronics,North,2,15,119000.0,28232.26,2024,9,September,11,Wednesday,3
2022-10-06,Laptop,Electronics,West,3,0,210000.0,23290.31,2022,10,October,6,Thursday,4
2023-04-24,Smartwatch,Wearables,East,4,10,28800.0,7339.78,2023,4,April,24,Monday,2
2022-04-21,Camera,Electronics,North,1,20,32000.0,7124.63,2022,4,April,21,Thursday,2
2023-03-07,Smartwatch,Wearables,South,2,10,14400.0,1563.74,2023,3,March,7,Tuesday,1
2023-06-26,Phone,Electronics,West,2,5,57000.0,8451.17,2023,6,June,26,Monday,2
2022-12-26,Phone,Electronics,East,1,15,33150.0,8957.69,2022,12,December,26,Monday,4
2023-01-07,Phone,Electronics,North,3,0,90000.0,23824.97,2023,1,January,7,Saturday,1
2024-11-04,Camera,Electronics,East,1,5,49400.0,5430.66,2024,11,November,4,Monday,4
2024-08-12,Smartwatch,Wearables,West,3,20,19200.0,5143.75,2024,8,August,12,Monday,3
2022-09-16,Camera,Electronics,North,2,10,72000.0,17895.21,2022,9,September,16,Friday,3
2024-02-17,Laptop,Electronics,West,1,20,56000.0,11254.43,2024,2,February,17,Saturday,1
2022-04-30,Camera,Electronics,East,5,0,200000.0,35892.96,2022,4,April,30,Saturday,2
2024-09-02,Laptop,Electronics,East,2,20,112000.0,13031.09,2024,9,September,2,Monday,3
2024-07-01,Smartwatch,Wearables,East,4,20,25600.0,7372.9,2024,7,July,1,Monday,3
2023-12-24,Smartwatch,Wearables,West,3,20,24960.0,3794.89,2023,12,December,24,Sunday,4
2023-06-07,Smartwatch,Wearables,North,1,20,6400.0,1534.61,2023,6,June,7,Wednesday,2
2022-11-21,Smartwatch,Wearables,West,5,15,44200.0,11257.22,2022,11,November,21,Monday,4
2024-12-09,Tablet,Electronics,West,5,20,104000.0,30646.54,2024,12,December,9,Monday,4
2022-03-10,Headphones,Accessories,South,1,10,2700.0,641.05,2022,3,March,10,Thursday,1
2023-01-26,Tablet,Electronics,North,4,5,76000.0,18513.03,2023,1,January,26,Thursday,1
2023-01-18,Phone,Electronics,West,4,10,108000.0,27343.45,2023,1,January,18,Wednesday,1
2022-01-16,Tablet,Electronics,North,1,15,17000.0,4884.21,2022,1,January,16,Sunday,1
2024-04-25,Smartwatch,Wearables,South,5,15,34000.0,3957.09,2024,4,April,25,Thursday,2
2024-05-18,Tablet,Electronics,South,5,20,80000.0,13276.59,2024,5,May,18,Saturday,2
2023-07-22,Headphones,Accessories,North,4,0,12000.0,3314.81,2023,7,July,22,Saturday,3
2022-05-12,Camera,Electronics,South,2,15,68000.0,9131.32,2022,5,May,12,Thursday,2
2022-09-30,Tablet,Electronics,North,2,0,40000.0,9038.97,2022,9,September,30,Friday,3
2023-04-29,Tablet,Electronics,West,1,15,17000.0,4445.19,2023,4,April,29,Saturday,2
2023-07-04,Smartwatch,Wearables,East,1,15,6800.0,1208.2,2023,7,July,4,Tuesday,3
2022-12-23,Phone,Electronics,South,5,15,165750.0,22538.56,2022,12,December,23,Friday,4
2024-12-07,Smartwatch,Wearables,South,4,20,33280.0,3435.86,2024,12,December,7,Saturday,4
2024-10-30,Camera,Electronics,West,1,5,38000.0,6581.53,2024,10,October,30,Wednesday,4
2022-08-21,Tablet,Electronics,West,4,15,68000.0,8067.08,2022,8,August,21,Sunday,3
2022-02-05,Smartwatch,Wearables,South,4,15,27200.0,7753.44,2022,2,February,5,Saturday,1
2023-02-17,Headphones,Accessories,East,4,20,9600.0,997.93,2023,2,February,17,Friday,1
2024-10-24,Phone,Electronics,South,4,0,120000.0,14180.77,2024,10,October,24,Thursday,4
2022-02-13,Camera,Electronics,South,2,15,68000.0,16985.49,2022,2,February,13,Sunday,1
2023-07-22,Smartwatch,Wearables,West,1,5,7600.0,1770.87,2023,7,July,22,Saturday,3
2024-01-10,Camera,Electronics,South,4,15,136000.0,21931.42,2024,1,January,10,Wednesday,1
2022-04-24,Smartwatch,Wearables,East,3,10,21600.0,5800.77,2022,4,April,24,Sunday,2
2023-02-01,Tablet,Electronics,South,3,10,54000.0,7143.83,2023,2,February,1,Wednesday,1
2023-04-11,Tablet,Electronics,South,2,10,36000.0,4633.32,2023,4,April,11,Tuesday,2
2024-04-26,Laptop,Electronics,North,1,0,70000.0,19859.59,2024,4,April,26,Friday,2
2023-05-17,Headphones,Accessories,West,4,5,11400.0,1574.96,2023,5,May,17,Wednesday,2
2023-03-17,Camera,Electronics,North,1,10,36000.0,5403.9,2023,3,March,17,Friday,1
2022-03-10,Smartwatch,Wearables,North,5,10,36000.0,8820.42,2022,3,March,10,Thursday,1
2022-11-22,Tablet,Electronics,South,3,0,78000.0,14375.47,2022,11,November,22,Tuesday,4
2022-03-08,Laptop,Electronics,East,3,5,199500.0,53055.24,2022,3,March,8,Tuesday,1
2022-10-31,Phone,Electronics,East,3,5,85500.0,13283.34,2022,10,October,31,Monday,4
2024-08-29,Headphones,Accessories,East,5,15,12750.0,3734.99,2024,8,August,29,Thursday,3
2023-04-29,Laptop,Electronics,South,1,10,63000.0,17140.42,2023,4,April,29,Saturday,2
2024-07-17,Tablet,Electronics,East,5,15,85000.0,18605.41,2024,7,July,17,Wednesday,3
2022-05-29,Phone,Electronics,North,4,10,108000.0,23778.58,2022,5,May,29,Sunday,2
2024-11-16,Tablet,Electronics,West,3,5,74100.0,11851.85,2024,11,November,16,Saturday,4
2024-09-13,Camera,Electronics,West,2,5,76000.0,8857.44,2024,9,September,13,Friday,3
2023-08-07,Tablet,Electronics,North,4,5,76000.0,15124.66,2023,8,August,7,Monday,3
2022-09-05,Tablet,Electronics,North,1,20,16000.0,3114.49,2022,9,September,5,Monday,3
2023-12-03,Camera,Electronics,West,2,5,98800.0,29247.8,2023,12,December,3,Sunday,4
2022-04-06,Laptop,Electronics,South,2,0,140000.0,26684.4,2022,4,April,6,Wednesday,2
2022-10-09,Tablet,Electronics,South,2,20,32000.0,5364.77,2022,10,October,9,Sunday,4
2022-11-18,Phone,Electronics,South,2,10,70200.0,18979.14,2022,11,November,18,Friday,4
2023-06-13,Camera,Electronics,West,2,0,80000.0,22058.64,2023,6,June,13,Tuesday,2
2022-09-20,Camera,Electronics,South,4,20,128000.0,36141.95,2022,9,September,20,Tuesday,3
2023-08-03,Tablet,Electronics,West,3,0,60000.0,17841.91,2023,8,August,3,Thursday,3
2022-10-21,Phone,Electronics,West,3,20,72000.0,18853.77,2022,10,October,21,Friday,4
2023-01-30,Tablet,Electronics,West,5,0,100000.0,28714.21,2023,1,January,30,Monday,1
2023-05-28,Phone,Electronics,South,5,20,120000.0,18829.91,2023,5,May,28,Sunday,2
2024-07-09,Headphones,Accessories,East,2,10,5400.0,1059.75,2024,7,July,9,Tuesday,3
2024-03-20,Smartwatch,Wearables,West,3,15,20400.0,2999.18,2024,3,March,20,Wednesday,1
2024-07-08,Laptop,Electronics,West,5,5,332500.0,81139.36,2024,7,July,8,Monday,3
2023-11-24,Smartwatch,Wearables,East,4,0,41600.0,9261.34,2023,11,November,24,Friday,4
2022-08-23,Laptop,Electronics,East,4,20,224000.0,57837.75,2022,8,August,23,Tuesday,3
2024-08-09,Smartwatch,Wearables,West,5,15,34000.0,7275.7,2024,8,August,9,Friday,3
2024-10-28,Phone,Electronics,West,3,15,76500.0,19063.27,2024,10,October,28,Monday,4
2023-06-23,Laptop,Electronics,West,2,20,112000.0,17100.29,2023,6,June,23,Friday,2
2024-03-30,Camera,Electronics,West,4,20,128000.0,34168.01,2024,3,March,30,Saturday,1
2022-09-29,Tablet,Electronics,South,5,10,90000.0,16653.15,2022,9,September,29,Thursday,3
2024-10-25,Smartwatch,Wearables,South,4,0,32000.0,4622.25,2024,10,October,25,Friday,4
2023-08-16,Camera,Electronics,East,4,5,152000.0,28263.19,2023,8,August,16,Wednesday,3
2024-09-02,Smartwatch,Wearables,East,4,15,27200.0,3909.7,2024,9,September,2,Monday,3
2022-04-25,Laptop,Electronics,East,1,20,56000.0,12491.57,2022,4,April,25,Monday,2
2022-09-20,Phone,Electronics,South,4,20,96000.0,24267.44,2022,9,September,20,Tuesday,3
2022-07-26,Tablet,Electronics,East,4,15,68000.0,16862.72,2022,7,July,26,Tuesday,3
2022-10-30,Laptop,Electronics,South,5,15,297500.0,56385.96,2022,10,October,30,Sunday,4
2022-04-22,Headphones,Accessories,South,4,5,11400.0,2248.65,2022,4,April,22,Friday,2
2022-07-04,Tablet,Electronics,West,2,20,32000.0,3984.07,2022,7,July,4,Monday,3
2024-06-19,Tablet,Electronics,South,4,20,64000.0,13286.98,2024,6,June,19,Wednesday,2
2022-08-09,Tablet,Electronics,South,1,15,17000.0,3254.78,2022,8,August,9,Tuesday,3
2024-12-29,Tablet,Electronics,East,4,0,104000.0,19569.43,2024,12,December,29,Sunday,4
2024-06-16,Phone,Electronics,West,5,0,150000.0,19901.33,2024,6,June,16,Sunday,2
2024-12-29,Tablet,Electronics,West,5,15,110500.0,24422.49,2024,12,December,29,Sunday,4
2023-09-14,Camera,Electronics,North,2,5,76000.0,18285.88,2023,9,September,14,Thursday,3
2023-03-03,Laptop,Electronics,North,5,10,315000.0,91841.39,2023,3,March,3,Friday,1
2023-10-06,Phone,Electronics,North,3,20,72000.0,16846.24,2023,10,October,6,Friday,4
2023-07-22,Camera,Electronics,West,2,20,64000.0,8199.33,2023,7,July,22,Saturday,3
2023-03-19,Laptop,Electronics,East,1,20,56000.0,11645.22,2023,3,March,19,Sunday,1
2023-08-24,Phone,Electronics,West,1,0,30000.0,8190.48,2023,8,August,24,Thursday,3
2023-05-19,Laptop,Electronics,South,2,10,126000.0,32397.8,2023,5,May,19,Friday,2
2022-05-11,Smartwatch,Wearables,North,4,15,27200.0,3918.57,2022,5,May,11,Wednesday,2
2022-08-06,Headphones,Accessories,South,3,15,7650.0,775.94,2022,8,August,6,Saturday,3
2023-11-19,Headphones,Accessories,North,1,10,3510.0,374.51,2023,11,November,19,Sunday,4
2022-06-20,Laptop,Electronics,West,3,5,199500.0,21186.3,2022,6,June,20,Monday,2
2023-09-04,Tablet,Electronics,West,3,5,57000.0,12811.6,2023,9,September,4,Monday,3
2024-09-18,Headphones,Accessories,North,5,10,13500.0,3798.56,2024,9,September,18,Wednesday,3
2022-02-26,Tablet,Electronics,East,3,5,57000.0,11677.25,2022,2,February,26,Saturday,1
2022-09-03,Smartwatch,Wearables,West,3,5,22800.0,4164.13,2022,9,September,3,Saturday,3
2022-05-24,Smartwatch,Wearables,North,5,5,38000.0,11045.3,2022,5,May,24,Tuesday,2
2024-12-10,Headphones,Accessories,East,2,15,6630.0,1099.65,2024,12,December,10,Tuesday,4
2023-01-03,Tablet,Electronics,North,3,0,60000.0,17822.7,2023,1,January,3,Tuesday,1
2022-08-06,Laptop,Electronics,South,4,15,238000.0,25522.61,2022,8,August,6,Saturday,3
2023-09-08,Smartwatch,Wearables,West,2,0,16000.0,3494.99,2023,9,September,8,Friday,3
2023-03-18,Phone,Electronics,East,5,15,127500.0,26822.23,2023,3,March,18,Saturday,1
2024-04-20,Headphones,Accessories,East,3,15,7650.0,1042.61,2024,4,April,20,Saturday,2
2024-08-13,Phone,Electronics,North,5,0,150000.0,27100.63,2024,8,August,13,Tuesday,3
2023-11-30,Smartwatch,Wearables,East,4,5,39520.0,6296.88,2023,11,November,30,Thursday,4
2024-05-25,Phone,Electronics,West,5,15,127500.0,34945.29,2024,5,May,25,Saturday,2
2024-02-15,Smartwatch,Wearables,West,2,0,16000.0,2258.16,2024,2,February,15,Thursday,1
2024-02-01,Camera,Electronics,East,4,15,136000.0,24965.47,2024,2,February,1,Thursday,1
2024-08-02,Camera,Electronics,South,5,5,190000.0,22682.15,2024,8,August,2,Friday,3
2024-07-11,Headphones,Accessories,East,2,15,5100.0,772.42,2024,7,July,11,Thursday,3
2024-07-23,Laptop,Electronics,South,5,0,350000.0,38389.15,2024,7,July,23,Tuesday,3
2022-01-25,Tablet,Electronics,East,4,0,80000.0,16113.78,2022,1,January,25,Tuesday,1
2024-03-16,Camera,Electronics,North,1,10,36000.0,7439.26,2024,3,March,16,Saturday,1
2024-02-03,Camera,Electronics,East,4,15,136000.0,40694.76,2024,2,February,3,Saturday,1
2024-12-19,Phone,Electronics,North,4,10,140400.0,27280.78,2024,12,December,19,Thursday,4
2023-03-10,Laptop,Electronics,East,3,0,210000.0,44311.46,2023,3,March,10,Friday,1
2024-05-28,Laptop,Electronics,East,4,10,252000.0,48947.69,2024,5,May,28,Tuesday,2
2024-12-25,Tablet,Electronics,South,5,15,110500.0,18057.2,2024,12,December,25,Wednesday,4
2024-06-28,Camera,Electronics,North,2,15,68000.0,14963.02,2024,6,June,28,Friday,2
2023-07-19,Camera,Electronics,West,2,20,64000.0,12747.56,2023,7,July,19,Wednesday,3
2022-04-16,Smartwatch,Wearables,East,3,20,19200.0,5072.78,2022,4,April,16,Saturday,2
2022-04-06,Smartwatch,Wearables,West,2,5,15200.0,1534.12,2022,4,April,6,Wednesday,2
2022-06-17,Headphones,Accessories,West,4,10,10800.0,1376.08,2022,6,June,17,Friday,2
2022-02-11,Headphones,Accessories,West,2,10,5400.0,797.92,2022,2,February,11,Friday,1
2022-04-14,Laptop,Electronics,East,1,0,70000.0,14298.33,2022,4,April,14,Thursday,2
2023-06-04,Headphones,Accessories,South,2,20,4800.0,748.25,2023,6,June,4,Sunday,2
2022-10-09,Camera,Electronics,East,3,5,114000.0,11998.33,2022,10,October,9,Sunday,4
2024-12-02,Phone,Electronics,South,4,15,132600.0,19831.89,2024,12,December,2,Monday,4
2024-08-04,Camera,Electronics,West,5,20,160000.0,47606.26,2024,8,August,4,Sunday,3
2024-01-19,Camera,Electronics,West,3,5,114000.0,11738.29,2024,1,January,19,Friday,1
2024-04-10,Camera,Electronics,North,4,5,152000.0,18744.99,2024,4,April,10,Wednesday,2
2022-02-18,Camera,Electronics,North,3,0,120000.0,32449.0,2022,2,February,18,Friday,1
2022-04-25,Phone,Electronics,North,5,10,135000.0,14726.45,2022,4,April,25,Monday,2
2023-05-18,Laptop,Electronics,South,4,5,266000.0,48330.02,2023,5,May,18,Thursday,2
2024-09-12,Phone,Electronics,East,3,10,81000.0,13713.29,2024,9,September,12,Thursday,3
2022-03-12,Camera,Electronics,West,5,5,190000.0,20004.67,2022,3,March,12,Saturday,1
2024-10-08,Tablet,Electronics,North,3,15,51000.0,10352.4,2024,10,October,8,Tuesday,4
2022-03-08,Camera,Electronics,East,4,20,128000.0,25703.19,2022,3,March,8,Tuesday,1
2024-08-24,Laptop,Electronics,East,3,15,178500.0,26212.62,2024,8,August,24,Saturday,3
2022-06-30,Tablet,Electronics,East,3,0,60000.0,15216.98,2022,6,June,30,Thursday,2
2023-09-05,Camera,Electronics,West,3,5,114000.0,33868.54,2023,9,September,5,Tuesday,3
2023-11-28,Tablet,Electronics,South,5,5,123500.0,24931.53,2023,11,November,28,Tuesday,4
2023-08-26,Phone,Electronics,West,2,0,60000.0,13957.98,2023,8,August,26,Saturday,3
2022-09-05,Laptop,Electronics,South,1,10,63000.0,16232.85,2022,9,September,5,Monday,3
2022-12-25,Phone,Electronics,North,1,10,35100.0,9983.02,2022,12,December,25,Sunday,4
2022-09-06,Tablet,Electronics,North,5,15,85000.0,9604.18,2022,9,September,6,Tuesday,3
2023-09-30,Phone,Electronics,West,3,10,81000.0,14195.47,2023,9,September,30,Saturday,3
2024-08-07,Phone,Electronics,East,4,20,96000.0,22370.7,2024,8,August,7,Wednesday,3
2023-10-25,Camera,Electronics,North,3,10,108000.0,16386.86,2023,10,October,25,Wednesday,4
2022-06-25,Headphones,Accessories,West,1,10,2700.0,411.52,2022,6,June,25,Saturday,2
2023-12-24,Headphones,Accessories,North,5,10,17550.0,5072.53,2023,12,December,24,Sunday,4
2023-03-02,Smartwatch,Wearables,South,4,5,30400.0,7298.57,2023,3,March,2,Thursday,1
2024-02-10,Phone,Electronics,West,1,5,28500.0,7613.74,2024,2,February,10,Saturday,1
2023-12-04,Headphones,Accessories,East,3,0,11700.0,2163.83,2023,12,December,4,Monday,4
2022-03-22,Laptop,Electronics,West,5,10,315000.0,51989.18,2022,3,March,22,Tuesday,1
2024-07-15,Phone,Electronics,South,4,5,114000.0,14913.98,2024,7,July,15,Monday,3
2022-05-18,Tablet,Electronics,North,3,10,54000.0,14075.23,2022,5,May,18,Wednesday,2
2023-04-15,Laptop,Electronics,South,1,5,66500.0,11861.62,2023,4,April,15,Saturday,2
2022-12-16,Phone,Electronics,North,4,5,148200.0,40934.16,2022,12,December,16,Friday,4
2022-11-06,Laptop,Electronics,North,2,5,172900.0,30194.15,2022,11,November,6,Sunday,4
2024-11-09,Tablet,Electronics,West,1,10,23400.0,3282.3,2024,11,November,9,Saturday,4
2024-09-28,Headphones,Accessories,South,4,20,9600.0,984.85,2024,9,September,28,Saturday,3
2022-09-26,Headphones,Accessories,South,2,10,5400.0,866.71,2022,9,September,26,Monday,3
2024-10-23,Laptop,Electronics,East,5,15,297500.0,86899.21,2024,10,October,23,Wednesday,4
2024-02-09,Tablet,Electronics,West,2,20,32000.0,3777.16,2024,2,February,9,Friday,1
2022-01-16,Headphones,Accessories,South,3,0,9000.0,2510.6,2022,1,January,16,Sunday,1
2023-08-29,Camera,Electronics,North,3,0,120000.0,23358.57,2023,8,August,29,Tuesday,3
2024-03-23,Smartwatch,Wearables,North,2,20,12800.0,2443.47,2024,3,March,23,Saturday,1
2023-04-27,Tablet,Electronics,South,4,15,68000.0,15708.08,2023,4,April,27,Thursday,2
2024-06-13,Smartwatch,Wearables,North,1,20,6400.0,1548.55,2024,6,June,13,Thursday,2
2022-09-26,Tablet,Electronics,West,1,10,18000.0,3805.4,2022,9,September,26,Monday,3
2023-02-18,Camera,Electronics,West,2,5,76000.0,15314.43,2023,2,February,18,Saturday,1
2022-01-25,Laptop,Electronics,North,2,10,126000.0,22867.22,2022,1,January,25,Tuesday,1
2022-11-12,Camera,Electronics,West,3,0,156000.0,37458.6,2022,11,November,12,Saturday,4
2023-07-25,Tablet,Electronics,North,5,5,95000.0,17587.53,2023,7,July,25,Tuesday,3
2023-12-26,Headphones,Accessories,North,3,0,11700.0,1822.44,2023,12,December,26,Tuesday,4
2024-10-04,Tablet,Electronics,West,1,5,19000.0,4632.44,2024,10,October,4,Friday,4
2023-01-24,Phone,Electronics,South,4,15,102000.0,13209.04,2023,1,January,24,Tuesday,1
2023-12-23,Laptop,Electronics,West,4,10,327600.0,46030.9,2023,12,December,23,Saturday,4
2023-03-20,Tablet,Electronics,East,2,0,40000.0,9856.44,2023,3,March,20,Monday,1
2024-09-25,Tablet,Electronics,East,5,0,100000.0,17104.95,2024,9,September,25,Wednesday,3
2024-12-16,Laptop,Electronics,West,1,0,91000.0,16692.67,2024,12,December,16,Monday,4
2023-11-28,Headphones,Accessories,West,4,20,12480.0,3436.52,2023,11,November,28,Tuesday,4
2024-08-28,Smartwatch,Wearables,West,1,15,6800.0,1224.74,2024,8,August,28,Wednesday,3
2023-12-22,Camera,Electronics,South,4,10,187200.0,39908.33,2023,12,December,22,Friday,4
2023-01-03,Headphones,Accessories,West,5,15,12750.0,3560.67,2023,1,January,3,Tuesday,1
2022-12-08,Laptop,Electronics,West,3,15,232050.0,35762.6,2022,12,December,8,Thursday,4
2022-10-31,Camera,Electronics,North,4,5,152000.0,24804.48,2022,10,October,31,Monday,4
2024-02-03,Laptop,Electronics,North,1,0,70000.0,14042.96,2024,2,February,3,Saturday,1
2024-03-26,Headphones,Accessories,East,2,20,4800.0,1385.84,2024,3,March,26,Tuesday,1
2022-04-22,Smartwatch,Wearables,South,2,20,12800.0,1571.68,2022,4,April,22,Friday,2
2024-05-27,Camera,Electronics,South,2,0,80000.0,18055.1,2024,5,May,27,Monday,2
2024-10-26,Smartwatch,Wearables,East,4,10,28800.0,3722.57,2024,10,October,26,Saturday,4
2024-07-18,Laptop,Electronics,East,3,20,168000.0,33056.47,2024,7,July,18,Thursday,3
2023-12-04,Smartwatch,Wearables,South,5,5,49400.0,4948.48,2023,12,December,4,Monday,4
2024-04-25,Smartwatch,Wearables,West,5,15,34000.0,9348.61,2024,4,April,25,Thursday,2
2024-08-01,Smartwatch,Wearables,North,4,20,25600.0,4562.89,2024,8,August,1,Thursday,3
2022-10-06,Phone,Electronics,East,2,10,54000.0,6747.15,2022,10,October,6,Thursday,4
2023-01-17,Tablet,Electronics,West,3,10,54000.0,13013.3,2023,1,January,17,Tuesday,1
2022-01-13,Phone,Electronics,East,1,10,27000.0,5483.11,2022,1,January,13,Thursday,1
2022-10-30,Headphones,Accessories,East,4,20,9600.0,960.62,2022,10,October,30,Sunday,4
2022-06-09,Camera,Electronics,North,2,15,68000.0,19566.65,2022,6,June,9,Thursday,2
2022-06-03,Camera,Electronics,North,4,0,160000.0,28301.17,2022,6,June,3,Friday,2
2024-01-24,Phone,Electronics,West,2,20,48000.0,11104.59,2024,1,January,24,Wednesday,1
2022-06-30,Smartwatch,Wearables,East,5,20,32000.0,6710.18,2022,6,June,30,Thursday,2
2023-01-12,Phone,Electronics,East,3,15,76500.0,10276.95,2023,1,January,12,Thursday,1
2024-02-15,Headphones,Accessories,South,3,15,7650.0,1463.34,2024,2,February,15,Thursday,1
2022-01-16,Camera,Electronics,East,3,10,108000.0,31424.62,2022,1,January,16,Sunday,1
2022-09-10,Laptop,Electronics,South,2,5,133000.0,14669.36,2022,9,September,10,Saturday,3
2024-12-19,Camera,Electronics,East,2,10,93600.0,14811.31,2024,12,December,19,Thursday,4
2022-01-31,Laptop,Electronics,North,3,5,199500.0,32039.41,2022,1,January,31,Monday,1
2024-11-10,Tablet,Electronics,South,1,5,24700.0,7152.22,2024,11,November,10,Sunday,4
2024-01-01,Laptop,Electronics,North,3,5,199500.0,46477.3,2024,1,January,1,Monday,1
2022-10-16,Camera,Electronics,North,3,10,108000.0,20164.98,2022,10,October,16,Sunday,4
2023-05-13,Smartwatch,Wearables,North,5,5,38000.0,6759.14,2023,5,May,13,Saturday,2
2023-07-02,Camera,Electronics,West,4,15,136000.0,34245.22,2023,7,July,2,Sunday,3
2024-08-18,Smartwatch,Wearables,West,3,20,19200.0,4818.84,2024,8,August,18,Sunday,3
2022-05-12,Camera,Electronics,North,1,20,32000.0,9160.45,2022,5,May,12,Thursday,2
2024-05-07,Phone,Electronics,North,3,15,76500.0,13983.55,2024,5,May,7,Tuesday,2
2023-06-05,Headphones,Accessories,North,3,5,8550.0,2083.68,2023,6,June,5,Monday,2
2022-01-30,Headphones,Accessories,North,4,10,10800.0,3093.62,2022,1,January,30,Sunday,1
2023-09-19,Smartwatch,Wearables,North,2,10,14400.0,4009.02,2023,9,September,19,Tuesday,3
2022-01-04,Phone,Electronics,South,2,20,48000.0,4839.34,2022,1,January,4,Tuesday,1
2023-05-24,Tablet,Electronics,South,1,20,16000.0,3240.55,2023,5,May,24,Wednesday,2
2022-01-16,Tablet,Electronics,South,1,15,17000.0,3371.27,2022,1,January,16,Sunday,1
2024-09-23,Tablet,Electronics,North,2,5,38000.0,8086.15,2024,9,September,23,Monday,3
2024-08-13,Headphones,Accessories,East,5,15,12750.0,1817.14,2024,8,August,13,Tuesday,3
2022-09-20,Tablet,Electronics,South,2,0,40000.0,6726.99,2022,9,September,20,Tuesday,3
2024-12-24,Camera,Electronics,East,3,10,140400.0,34336.96,2024,12,December,24,Tuesday,4
2022-09-22,Camera,Electronics,South,2,0,80000.0,17601.12,2022,9,September,22,Thursday,3
2023-01-13,Laptop,Electronics,South,5,0,350000.0,44153.48,2023,1,January,13,Friday,1
2024-08-20,Phone,Electronics,North,3,10,81000.0,21922.61,2024,8,August,20,Tuesday,3
2023-04-21,Laptop,Electronics,West,3,15,178500.0,40277.84,2023,4,April,21,Friday,2
2022-11-25,Tablet,Electronics,North,2,5,49400.0,8342.91,2022,11,November,25,Friday,4
2023-03-14,Tablet,Electronics,West,1,5,19000.0,2860.16,2023,3,March,14,Tuesday,1
2022-01-16,Tablet,Electronics,South,5,0,100000.0,16036.3,2022,1,January,16,Sunday,1
2024-05-17,Phone,Electronics,South,1,10,27000.0,4250.35,2024,5,May,17,Friday,2
2023-05-26,Camera,Electronics,North,3,15,102000.0,30123.97,2023,5,May,26,Friday,2
2024-09-10,Laptop,Electronics,East,4,5,266000.0,44544.5,2024,9,September,10,Tuesday,3
2023-08-04,Phone,Electronics,South,2,5,57000.0,9713.16,2023,8,August,4,Friday,3
2022-01-06,Camera,Electronics,South,1,20,32000.0,4784.95,2022,1,January,6,Thursday,1
2024-10-15,Camera,Electronics,South,1,15,34000.0,8686.06,2024,10,October,15,Tuesday,4
2024-03-17,Laptop,Electronics,East,4,15,238000.0,42425.54,2024,3,March,17,Sunday,1
2023-09-11,Laptop,Electronics,East,3,10,189000.0,47937.56,2023,9,September,11,Monday,3
2023-02-09,Laptop,Electronics,North,5,20,280000.0,54043.86,2023,2,February,9,Thursday,1
2024-09-23,Laptop,Electronics,North,2,5,133000.0,18117.25,2024,9,September,23,Monday,3
2023-08-17,Laptop,Electronics,South,5,20,280000.0,83126.43,2023,8,August,17,Thursday,3
2023-07-20,Camera,Electronics,South,5,0,200000.0,36835.04,2023,7,July,20,Thursday,3
2024-01-22,Headphones,Accessories,East,3,0,9000.0,2587.85,2024,1,January,22,Monday,1
2022-01-12,Tablet,Electronics,East,4,0,80000.0,9173.11,2022,1,January,12,Wednesday,1
2022-06-14,Laptop,Electronics,East,5,15,297500.0,43464.81,2022,6,June,14,Tuesday,2
2024-05-27,Smartwatch,Wearables,East,5,5,38000.0,6723.59,2024,5,May,27,Monday,2
2022-03-19,Phone,Electronics,East,4,10,108000.0,21822.79,2022,3,March,19,Saturday,1
2023-09-06,Headphones,Accessories,West,3,5,8550.0,2185.61,2023,9,September,6,Wednesday,3
2024-05-18,Phone,Electronics,North,5,5,142500.0,40151.4,2024,5,May,18,Saturday,2
2024-03-22,Smartwatch,Wearables,West,1,10,7200.0,1647.26,2024,3,March,22,Friday,1
2024-12-07,Headphones,Accessories,South,1,15,3315.0,751.7,2024,12,December,7,Saturday,4
2024-02-06,Headphones,Accessories,West,1,20,2400.0,659.26,2024,2,February,6,Tuesday,1
2022-03-23,Laptop,Electronics,West,1,20,56000.0,7675.35,2022,3,March,23,Wednesday,1
2022-07-28,Camera,Electronics,East,3,10,108000.0,21730.51,2022,7,July,28,Thursday,3
2023-06-06,Headphones,Accessories,East,5,15,12750.0,3299.0,2023,6,June,6,Tuesday,2
2024-11-18,Laptop,Electronics,West,3,15,232050.0,58109.64,2024,11,November,18,Monday,4
2024-09-20,Camera,Electronics,West,3,0,120000.0,29219.2,2024,9,September,20,Friday,3
2023-04-10,Tablet,Electronics,West,4,10,72000.0,11499.02,2023,4,April,10,Monday,2
2023-09-20,Tablet,Electronics,West,5,15,85000.0,13749.05,2023,9,September,20,Wednesday,3
2024-02-20,Camera,Electronics,South,5,15,170000.0,27658.88,2024,2,February,20,Tuesday,1
